src_id,cn_text,vi_text
89,"写给自己的第224封信
没有经历痛苦洗礼的飞蛾，
就会不堪一
人生没有痛苦，
脆弱不堪。
因为有灾患，
所以幸福
所以成功才那么美丽动人;
正是因为有失败，
才那么令人喜悦；
因为有饥饿，所有佳肴才让人觉得那么甜美。
正是因为
使我们的意志更加坚强。
才能激发我们向上的力量，
有痛苦的存在，
写给自己的第225封信
每个人的一生都注定要在沟沟坎坎中跋涉，
品尝苦涩与无奈，
经历挫
是人生必须经历的一课。在漫长的人生旅途中，
苦难并
痛苦，
折与失意。
只要心中的信念没有枯萎，
不可怕，受挫折也无须忧伤。只要心中的信念没有不会中断。在这段异常艰难的时光中挺过来的人，
你的人生旅途就
不可怕，
人生就会豁然开朗；
挺
所以你不必害怕。
时间也会教会你怎么与它们握手言和，
不过来的，
","

#
Máéiyðu Jinglì tòngkù xÏï de fei é, cuưuò bùkan. Rénsheng méiyðu tòngkủ, jiù huì
bùkan yĩ jI. Zhèng shì vinwèi yóu shibài, suöyÏ chénggOng cái nàme mẽ¡ì dòngrén; yĩnwèi
yöu zaihuàn, suðyÏ xìngfú cái nàme lìng rén xÏyuè; yinwèi yóu JLè, suÖyÖÓu jiayáo cái ràng rén
Juédề nàme tánméẽi. Zhèng shì yinwèi yóu tòngkủ de cúnzài, cáinéng jifA vgðmen xiàngshàng
de lliàng, sh\ wömen de yìzhì gèngjia jiangiáng.

Bức thư viết cho chính mình số 224

Những con bướm đêm nếu không trải qua quá trình lột xác đau đớn sẽ không
bao giờ sống sót được. Đời người nếu không có đau khổ sẽ trở nên dễ bị tổn thương.
Chính vì có thất bại nên thành công mới càng trở nên có ý nghĩa. Chính vì có trắc
`

trở mà giây phút hạnh phúc mới khiến ta cảm thấy vui mừng đến vậy. Chính vì cảm
thấy đói nên những món ăn mới trở nên ngon lành đến thế. Nhờ đau khố mà chúng
ta càng trở nên kiên cường hơn, có nguồn động lực lớn hơn để vượt lên chính mình.


..

Mẽi gèrén de yisheng dou zhùdìng vào zài gougoukXnkăn zhong báshè, pÌncháng kũsè
yù vwúnài, jinglì cuòzhéề yú shiyì. Tòngkũ, shì rénsheng bìxu jinglì de yĩ kè. Zài màncháng de

rénshẽng lắtú zhõng, kănàn bìng bù kšpà, shòu cuòzhé yš wúxũ yõushäng. Zbïyào xinzhöng
de xìnniàn méiyu kuwẽi, nš de rénsheng lũtú jiù bù huì zhöngduàn. Zài zhè duần yìcháng
Jiannán de shíguang zhong tỉng guòlái de rén, rénsheng jiù huì huòrán kailăng; tỉng bùguò lái
de, shíjian yš huì jiÀohuì nĂ zšnme yũ tamen wòshðu yán hé, suðyÏ n bùbì hàipà.
Bức thư viết cho chính mình số 225



Cuộc đời mỗi người đều đã định phải trải qua rất nhiều kiếp nạn, nếm trải vị
đắng và cảm giác vô vọng cũng như vượt qua những khó khăn m`mé thất bại. Đau khổ

chính là bài học mà bất kì ai cũng phải trải qua. Trên hành trình dài của cuộc đời khó
khăn chẳng có gì đáng sợ. Có trở ngại cũng không cần phải lo lắng, chỉ cần ngọn lửa

niềm tin trong bạn vẫn cháy, hành trình cuộc đời bạn sẽ không bao giờ bị gián đoạn.
96



"
90,"写给自己的第226封信
我们总要经历一些不开心的日子，
在一切变好之前，
这段日子也许很
也许只是一觉醒来之后，
给好运一点时间。
所以耐心点，
写给自己的第227封信
成长就是你哪怕难过得快死掉了，
但第二天还是照常去上课、
上班。
也没有人在意你发生了什么。
关于你的未来，
没有人知道你发生了什么，
沒有人在意你的青
既然解释不清，-
那就不要去解释。
只有你自己才知道。
也别让别人左右了你的青春。
写给自己的第228封信
只是他或她到了该走
不用问为什么，
当有人突然从你的生命中消失，
你只需要接受就好，
所谓成熟，
就是知
还是恋人。
不论朋友，
的时候了，
道有些事情终究无能为力。
","

Trong những năm tháng vô cùng gian nan ấy, nếu ai vượt qua được, cuộc đời sẽ như
được mở sang một trang mới; những ai không vượt qua được, thời gian cũng dạy cho
bạn làm cách nào để chấp nhận nó. Vậy nên bạn đừng sợ hãi nhé, bạn của tôi.







&,



. Zài yiqiè biàn hãăo zhiqián, vgðmen zðng vào JInglì ypxie bù kaix1n de rìzi, zhè duân rìzi
yéxù hền zhăng, yšxù zhÏshì y1 JuêxÌng lái zhihòu, suÖyÏ nàixin diăn, gẽi hão yùn yidiän shíjian.
Bức thư viết cho chính mình số 226
Trước khi mọi chuyện chuyển biết tốt đẹp hơn chúng ta thường sẽ phải trải qua
khoảng thời gian đau buồn. Khoảng thời gian đó có thể rất dài cũng có thể ngắn ngủi

như cơn ác mộng sẽ biến mất khi tỉnh dậy. Vậy nên hãy cứ kiên nhẫn và hãy cho may
mắn thêm chút thời gian.


~

Chéngzhăng Jiùshì nặ năpà nánguò đề kuải sÏ diÀoÌe, dàn đì èr tlần háishì zhàocháng qù
shàngkè, shàngban. Méiyöu rén zhidào nÏ fashengle shénme, yš méiyöu rén zàiyÌ nÍ fashengle
shénme. Guanyú nỉ de wèilái, zhÍyðu nỉ zìJÍ cái zhidðo. Jìrán jiếshì bù qing, nà Jliù bùyào qù
Jišshì. Méiyðu rén zÀiyÌ nặ de qïingchun, yẽ biế ràng biếrén zuÖyòule nĂ de gïingchun.


Bức thư viết cho chính mình số 227


Trưởng thành là khi cho dù bạn cảm thấy buồn đến mức muốn chết nhưng
ngày hôm sau bạn vẫn đi học, đi làm như thông thường. Chắng có ai biết đã xảy ra
những gì cũng chẳng có ai quan tâm đã có chuyện gì xảy ra với bạn. Tương lai của bạn
chỉ có bạn mới biết được. nếu đã không thể giải thích rõ ràng được vậy cũng không
cần phải giải thích nữa. Chẳng có ai quan tâm đến những năm tháng tuổi trẻ của bạn
Mì ˆ A. . xxs+ ~ ^~` ^ˆx^ s .N 2 T Y ? H .ị


nhưng tuyệt đối cũng đừng để họ làm ảnh hưởng đến nó.








97


"
91,"写给自己的第229封信
它能教会你很多书本上学不到的知识。
生活是最好的老师，
你苦苦为
当然会经历一些挫折与痛苦，
但正是这些挫折与痛苦，
一个目标而奋斗，
让你明白你要依靠自己，
让自己变得更好，
让你能够凭借自己的力量重新
站起来。
写给自己的第230封信
生活赋予我们坎坷和错误的意义，
也并不只是为了让我们体会什么叫
而是在疼痛中看清自己，
作疼痛，
重新找回那个迷路的自己。
","Dãng yvöurén túrấn cóng n de shengmìng zhòng xiaosht, bùyÒng wèn wèishéme,
zhÏshì ta huÒ tã dÀoÌe gai zóu de shíhòule, nă zhÏ xuyào Jieshòu jiù hão, bùlùn péngyÖu, háishì
lànrén. SuÖwèi chéngshú, jiùshì zhidào yöuxie shìqíng zhöng]iù wúnéngwéih.
Bức thư viết cho chính mình số 228
Khi có người bất ngờ biến mất trong cuộc sống của bạn, đừng hỏi tại sao, có lẽ
chỉ là vì đã đến thời điểm họ phải ra đi. Bạn chỉ cần chấp nhận là được, cho dù đó là
bạn bè hay người bạn yêu. Trưởng thành chính là khi bạn biết rằng có những việc
bản thân cũng không thể làm gì thay đối được.





Shenghuó shì zuì hão de lãoshi, taã néng jiÀohuì nẴ hẻnduö shubễn shàngxuéề bù dào de
zhishì. NĂ kủ kũ wéi yitgè mùbiao ét ftèndòu, dangrán huì Jinglì yixie cuòzhé yù tòngkúủ, dàn
zhèng shì zhèxie cuòzhé yù tòngkú, ràng n míngbái nÍ vào vikào zìJJ, ràng zìjŸ biàn dé gèng
hão, ràng nĂ nénggòu píngitè zìJŸ de Hiàng chóngxin zhàn dhái.

Búức thư viết cho chính mình số 229


Cuộc đời chính là người thầy tốt nhất, có thể dạy cho bạn những điều bạn
không bao giờ có thể học được trong sách vở. Bạn kiên cường phấn đấu vì một mục

tiêu nào đó đương nhiên sẽ phải trải qua một vài khó khăn và trở ngại. Nhưng cũng
. x.
chính nhờ những khó khăn và trở ngại đó mà bạn hiếu rằng bạn cần dựa vào chính
mình, khiến bản thân trở nên tốt hơn để có thể tự đứng lên làm lại từ đầu bằng
chính sức lực của mình.






Shenghuó fùyù wðmen kănkš hé cuòwù de yìyì, v bìng bù zhÍshì wèile ràng wömen
tỉhuì shénme JiÀo ZuÒ téngtòng, ér shì zài téngtòng zhòng kàn g'ng zÌjÌ, chóngxin zhăo huí
nàgè mữlù de z}J\.


Bức thư viết cho chính mình số 230


Ý nghĩa của những chông gai và sai lầm mà cuộc đời trao cho chúng ta không
chỉ là để chúng ta cảm nhận được đau khổ là như thế nào mà còn giúp ta qua những
đau khố ấy nhìn nhận rõ bản thân, tìm lại bản ngã đã lạc lối của chính mình.




98
"
92,"写给自己的第231封信
，你也要找到一个理由让自己笑，
即使生活有一千个理由让你哭，
因为
我们能做的只是让自己更加坚强。
这就是人生，
写给自己的第232封信
人生沒有
总会忘记。
没有结局的感情，
不能拥有的人，
总要结束；
好好珍惜现在，
人生没有彩排，
伤口总会痊愈。
永远的伤痛，
再深的痛，
把握生命中的一分一秒。
人生沒有如果，
过去的不再回
只有后果和结果，
只有过不去的人。
没有过不去的坎儿，
回来的不再完美。
写给自己的第233封信
或者是思
说出许多深刻的道理，
不是出口成章，
一个人的成熟与否，
保留自我的棱
而是待人接物让人舒适，并且不卑不亢，
想境界达到很高。
角又有接纳他人的圆润而活着。
成熟的人不需要辩解，
仅仅一个微笑就足
够了。
","
Jíshï shenghuó yóu yigian gè lĩyóu ràng n kũ, nằ yš yào zhăodào yigè lšyÓóu ràng zìjï
xiào, yinwèi zhè jiùshì rénsheng, wÖmen néng zuò de zhÏshì ràng zìJï gèngjia jianqiáng.
Bức thư viết cho chính mình số 231





Cho dù cuộc đời có hàng nghìn lí do khiến cho bạn phải khóc bạn cũng phải tìm

meG„//eeeeoi iii u t »„HUUT T 230 I 3133737355 n 323 5GHÚƒM—MGSunnƒUn Ỡ thỂƒỂ”WWWNA S G
cho mình một lí do để cười. Bởi lẽ đó chính là cuộc đời, những gì chúng ta có thể làm
xv`
Ñ ˆ

chỉ có thể là khiến cho chính mình trở nên mạnh mẽ hơn mà thôi.




¬
Mj

Méiyöu Jiếjú de găngíng, zóng yào Jjiéshù; bùnéng yðngyÖu de rén, zóng huÌì wàngjì.

Rénsheng méiyÖu yóngyušn de shang tòng, zài shen de tòng, shangkðu zðng huì quányù.

Rénsheng méiyöu căipái, hăohšo zhenxi xiànzài, bšwò shengmìng zhòng de yĩ fen yI[ miằo.

Rénsheng méiyöu rúguð, zhiyÓu hòuguỏ hé jiéguð, guòqù de bù zài huấlái, huílái de bù zải
wánmẽi. Méiyöu guòbugù de kăn er, zhiyÓu guòbuqgù de rén.

Bức thư viết cho chính mình số 232




Cuộc tình không có kết quả cần phải kết thúc. Người không thuộc về mình rồi
cũng phải quên đi. Cuộc đời không có đau khổ nào là mãi mãi, vết thương có sâu đến
đâu, cũng đến lúc sẽ tự lành lại. Cuộc đời không có những cuộc diễn tập trước cho ta

ˆ


thời gian chuẩn bị, hãy trân trọng như hiện tại, tận hưởng từng giây phút cuộc đời.
Cuộc đời cũng không có “nếu như”, chỉ có hậu quả và kết quả. Những gì đã qua sẽ
ˆ
không trở lại mà dù có trở lại cũng không còn toàn vẹn như ban đầu. Chẳng có ngọn
núi nào không vượt qua được và chỉ có những người không vượt qua được ngọn núi
đó mà thôi.







99


L
"
93,"写给自己的第234封信
你得接受这个世界带给你的所有伤害，
成长就是这样，
然后无所畏
失去的无法弥补。
惧地长大。错过了就是错过，
成长不在于最后的结果如
而在于过程中的每一步是否走得精彩。
写给自己的第235封信
然后在某个不经
听陌生的歌，
看陌生的风景，
一个人总要走陌生的路，
终会发现，原本是费尽心机想要忘记的事情真的就那么忘记了。
意的瞬间，
","Vigè rén de chéngshú yũ fðu, bùshì chuköuchéngzhang, shuo chủ xúduö shenkè de
dàoÌH, huòzhè shì sixiĂng Jìngliè dádào hền gáo. Er shì dàiténjiewù ràng rén shushì, bìnggiš

bùbeibuùkàng, băoHú zìwÓ de léngiiăo yÒu yðu jienÀ tarén de yuánrùn ér huózhe. Chéngshú

de rén bù xũyào biànjiš, šnjïn yigè wéixiào jiù zúgÒule.
w
Bức thư viết cho chính mình số 233
Một con người có trưởng thành hay không không phải chỉ nói vài lời hay, thật

nhiều những đạo lí uyên thâm hay có tư tưởng xuất chúng. Mà điều thế hiện ở đây là

cách đối nhân xử thế hợp lòng người, đồng thời vẫn dung hòa giữa mong muốn của
bản thân và người khác một cách thỏa đáng. Người chín chắn không cần phải thanh
minh, đôi khi chỉ cần một nụ cười là đủ rồi.


,

Chéngzhăng jiùshì zhèyàng, nĂ đé jieshòu zhèøe shìjiè dài gẽi nặ de suöyÖu shanghài,
tánhòu wú suð wèijù dì cháng dà. Cuòguòle jiùshì cuòguò, shigù de wúfš míbù. Chéng cháng
bù zÀiyú zulhòu de jiépguð rúhé, ét zàiyú guòchéng zhong de mời yibù shìfðu zðu dé jingcäi.

Bức thư viết cho chính mình số 234

Trưởng thành chính là như vậy: Bạn buộc phải chấp nhận tất cả những tổn
thương mà thế giới này đem lại cho mình, sau đó sẽ lớn lên mà không phải sợ hãi

điều gì. Những gì đã qua cũng đã qua, những gì đã mất không thể bù đắp lại. Trưởng

thành không quan trọng kết quả sau cùng ra sao mà quan trọng mỗi bước bạn đi
trong quá trình đó có thật sự đầy ý nghĩa và đáng tự hào.







Yigè rén zðng yào Zóu mòsheng de lù, kỳn mòsheng de fengjing, Ung mòsheng de ge,
ránhòu zài mỗu gè bùjingyì de shùnjian, zhöng huì faxiàn, yuánbẽn shì fèi jìn xinji xiăng yào
wàngjì de shìqíng zhen de llù nàme vwàngile.
Bức thư viết cho chính mình số 235



Một người rồi cũng sẽ đi trên những con đường mới, ngắm nhìn những phong

cảnh chưa bao giờ biết đến, nghe những bản nhạc chưa bao giờ được nghe. Vào
những giây phút không để ý đó, cuối cùng sẽ đột nhiên phát hiện ra rằng: Thì ra

100



"
94,"写给自己的第236封信
一无所有的人，
越是容易被激怒。
越是一无是处、
就
随便一句话，
会暴跳如雷。
如同墙头上的野草，
一丝微风就能让它东倒西歪。反而那些
很有成就的人，任凭外界流言蜚语或讥讽和嘲笑，
他都会坚定地站在大地
上，这便是一个人的成熟之处。
写给自己的第237封信
世界不会因为你的疲惫，
无论你正经历着什么，
而停
过得是否开心，
总有一天会在你念念不忘之时却
下它的脚步。那些你不能释怀的人与事，
已遗忘。无论黑夜多么漫长不堪，
黎明始终会如期而至。
","những điều mà trước nay bản thân cứ nỗ lực tìm mọi cách để quên đi lại thực sự có
thể quên nhanh đến vậy.





Yuè shì yiwúshìchù, yĩwúsuöyÖu de rén, vuè shì róngyì bèi Inù. Suíbiàn yïJù huậà, Jiù huì
bàotiÀorúléi. Rútóng qiángtóu shàng de yšcšo, yIs1 wéifeng jiù néng ràng ta dongdšoxIwai.
Făn'ér nàxic hền yóu chéngjiù de rén, rènpíng wàtjiè húyán feiyú huò jifèng hé cháoxiào, ta
dũhuì jiãndìng dì zhàn zài dà dìshàng, zhè biàn shì yigè rén de chéngshú zhĩ chù.
Bức thư viết cho chính mình số 237
Càng là những người trắng tay, không chốn dung thân thì sẽ càng để bị kích

`
động. Chỉ một câu nói tùy tiện cũng có thể khiến họ nối cơn lôi đình. Họ giống như
ngọn có dại mọc trên bức tường, có thể bị lay chuyển cho dù chỉ là ngọn gió nhẹ
thoáng qua. Ngược lại những người chín chắn, anh ta sẽ vẫn vững vàng để ngoài tai


những lời đồn thối hay chế nhạo, khích bác của mọi người. Đó là điều mỉnh chứng
cho sự trưởng thành của một con người.




Wúlùn nũ zhèng Jinglìzhe shénmec,guÒ dề shìfu kaixin, shìjiè bù huì yinwèi n de

pÍfbèi, é&r tíng xiÀ ta de jiãobù. Nàxie n bùnéng shìhuái de réên yú shì, Zòng yóu y1tan huì
zài nẴ niÀnniÀànbùwàng zhi shí què yÏ yíwÀng. Wúlùn heiyè duome màncháng bùkan, límíng

shïzhong huì rúdí ér zhì.
Bức thư viết cho chính mình số 237


Cho dù bạn đang trải qua những gì hay có thấy vui với điều đó hay không thế
giới cũng sẽ không dừng lại chỉ vì những mệt mỏi của bạn. Những con người và sự

việc khiến bạn cảm thấy nặng lòng cũng sẽ có ngày dần tan biến chính trong những
giây phút bạn hoài niệm về nó. Cho dù đêm tối có dài thế nào thì bình minh vẫn sẽ


đến mà thôi.



lôi


"
95,"写给自己的第238封信
长大后却学会，
连多愁善感都要渲染得惊天动地。
越
年轻的时候，
越保持沉默。成长就是将你的哭声调成静音模式。
越不动声色；
越苦，
中
写给自己的第239封信
就像是手里拿着一大串的钥匙去开门一样，
有的人
成长的这个过程，
有
而有的人却是试了好几把钥匙也打不开，
更悲催的是，
一下子就打开了，
的人全部试完了门还是紧锁着，
成长是急不得的，
因为拿错了钥匙。
你要相
你现在经历的可能是别人正在企盼的。
信现在的一切都是最好的安排，
写给自己的第240封信
没有人告诉我，
长大以后的我们，
谈一场不怎
会做着平凡的工作，
还是会迷惘。
么样的恋爱。原来，
还是会犯错，
长大后没什么了不起，
后
只有我们自己才
对喜欢的人更珍惜，
没对讨厌的人更坏一点，
但是，
可以决定自己的样子。
","
Xã,
Niánqmng de shíhòu, lián duochóushàngăn döu yào xuànrăn dề JIngtiandòngdi. Zhăng
dà hòu què xuềhuì, vuè tòng, guè bù dòng shengsè; yuê kủ, vuè bĂochí chénmò. Chéngzhăng
Jiùshì Jiang n de ku shengdiào chéng Jìngyin móshì.
Bức thư viết cho chính mình số 238
Khi còn trẻ, bao nhiêu buồn vui cũng sẽ nói ra hết. Khi lớn lên lại học được rằng,
càng đau càng không kêu ca, càng khổ càng trở nên trầm lặng. Trưởng thành chính là
khi bạn biết cách chôn vùi tiếng khóc của mình trong sâu thẳm tâm hồn.





Chéngzhăng de zhègc guòchéng, jiù xiàng shì shöu l názhe yĩ dàchuàần de yÀoshi qù

-. -A ` b s x. = ` v .. v ` ° X v
kainién ÿyiyàng, ÿÒu de rén ybdÀ zĩ JÙ dãkaile, ér vðu đe rén quê shì shile hăaï bã vàosh1 về đẶ
bù kai, gèng beicul de shì, vóu de rén quánbù shì vvánlišo mén háishì lïn suÖzhe, yinwèi ná
cuòle vàoshi. Chéngzhăng shì Jí bùdé de, nặ vào xiangxìn xiànzÀi de yigiè döu shì zuì hão de
anpái, nÝ xiànzÀ1 JInglì de kẽnéng shì biếrén zhèngzài qïpàn de.
Bức thư viết cho chính mình số 239

Quá trình trưởng thành cũng giống như lúc bạn cầm cả một chùm chìa khóa để
mở khóa cửa vậy: Có người ngay tức khắc đã có thể mở được, có người thử đến mấy
chìa vẫn chưa mở được khóa, thảm hơn nữa, có người còn thử xong tất cả chìa rồi mà

cánh cửa vẫn đóng chặt. Bởi ngay từ đầu người đó đã lấy nhầm chùm chìa khóa rồi.
Trưởng thành không thể vội vàng được, bạn cần phải tin rằng tất cả những gì xảy ra
ở hiện tại đã là sự sắp xếp tốt nhất.


,


MéiyÓu rén gÀosù wÖ, zhẳng dà vlhòu de wðmen, huì zuòzhe píngfán de gongzuò,


102



"
96,"写给自己的第241封信
莫过于辜负了小时候的梦想，
沒能活成那
感觉最遗憾的事，
长大后，
时候想象的人。
写给自己的第242封信
当有人逼迫你去突破自己，
他是你生命中的贵人，也许你自己逼迫自己，因为真正的改
你要感恩。
请自己逼迫自己，
会因此而改变和蜕变。
当没有人逼迫你，
但每一次的蜕变都会有成长的
变是自己想改变。
蜕变的过程是很痛苦的，
惊喜。
","
tán yt chăng bù zš me yàng de làn ài. Yuánlái, zhăng dà hòu méishénme liÄobùdl, háishì huì

fàncuò, háishì huì míwšng. Hòuhu1, méi duÌ tÄoyàn de rén gèng huài yidiän, duì xÏhuan de rén

èng zhenx1, dànshì, zhiyÖu wÖmen zìJÏ cái kẽy! Juédìng zìJÏ de yàngz1.
ecng ; › Zmy . ỷ lại
Bức thư viết cho chính mình số 240
Đâu có ai nói cho tôi biết trước sau khi chúng ta lớn lên sẽ làm những công việc
bình thường rồi trải qua những cuộc tình chẳng đi đến đâu cả. Thì ra, sau khi lớn lên
`
chẳng có gì đáng tự hào cả, vẫn có những sai lầm, vẫn có nhiều hoang mang. Hối hận,



đáng ra mình nên đối xử tệ hơn với những người mình ghét, trân trọng người mình

yêu quý hơn, nhưng rồi ngẫm lại mới thấu hiểu: Chỉ có chính chúng ta mới có thế

quyết định đời mình.


Zhăng dà hòu, gănjuề zuì ythàn de shì, mò guòyú gũfhle xišoshíhòu de mèngxiăng, méi
néng huó chéng nà shfhòu xiăngxiàng de rén.

Bức thư viết cho chính mình số 241
Sau khi lớn lên, chuyện tiếc nuối lớn nhất không gì khác chính là đã đánh mất
những ước mơ tuổi thơ và không thể trở thành con người như trước kia đã từng
mơ mộng.



Dãng yöurén bïipò nặ qù túpò z}JÌ, n vào găn en. Ta shì n shengmìng zhòng de guìrén,

yẽxù n huì yincÏ ér gặibiàn hé tuÌbiàn. lDang méiyóu rén bipò nử, qïng z}jš bipò zìjÌ, yĩn wéi
zhenzhèng de gãibiàn shì zìjï xiăng găibiàn. TuÌbiàn de guòchéng shì hền tỏngkú de, dàn mếi
yicì de tuÌbiàn duhuÌ yÓu chéngzhĂăng de JIingxi,
Bức thư viết cho chính mình số 242


Khi người khác ép bạn phải vượt lên chính mình thì bạn cần phải cảm ơn họ. Họ
~
chính là ân nhân trong cuộc đời bạn vì có lẽ bạn sẽ vì điều đó mà thay đối, trở thành
con người hoàn toàn khác. Khi không có ai thúc ép bạn, xin bạn hãy tự thúc ép bản
x^.A x
thân mình. Vì sự thay đối thực sự là khi bạn mong muốn thay đổi. Quá trình biến đổi
103

"
97,"写给自己的第243封信
无论你正遭遇着什么，
你都要从落魄中站起来重整旗鼓，
要继续保持
就像从未受伤过一样。
要继续保持微笑，
热忱，
写给自己的第244封信
学会丢弃
学会独立，
是学会狠心，
一个女人成熟的标志，
学会微笑，
不值得的感情。
写给自己的第245封信
不是因为突然就舍得了，
有时候你把什么放下了，
而是因为期限到
成熟多了，
也就知道这一页该翻过去了。
任性够了，
","

đó phải trải qua nhiều thương đau nhưng mỗi lần như vậy cũng mang lại cho bạn

niềm vui của việc trưởng thành.







Wúlùn ní zhèng zaoyùzhe shénme, nÌ döu yào cóng luòpò zhöng zhần ghñái

Bị
chóngzhẽnggÍgủ, yào JÌxù băochí rèchén, yào JÌxù bĂochí wéixiÀo, jlù xiàng cóng wèi

shòushangguò yiyàng.
Bức thư viết cho chính mình số 243


Cho dù bạn đang gặp khó khăn gì cũng hãy kéo mình ra khỏi bóng tối, vực dậy
..
tỉnh thần làm lại từ đầu, giữ vững lòng nhiệt huyết và tiếp tục nở nụ cười đối mặt như

chưa hề có chuyện gì xảy ra.


Yigè nũrén chéngshú de biaozhi, shì xuêhuì hẻnxin, xuêhuÌ dúlÌ, xuềênut wéIxiao, xuehui
diugì bù zhídé de gănqíng.
Bức thư viết cho chính mình số 244
Biếu hiện của người phụ nữ chín chắn là ở việc họ học cách trở nên nhẫn tâm
hơn, độc lập hơn, học được cách mỉm cười và học được cách dứt bỏ những tình cảm
không đáng có.
Ỷ
Yðu shíhòu n bă shénme fàngxiàle, bùshì yĩmvèi túrán jiù shšdêlăão, ér shì yĩn wéi
qfxiàn dàoe, rènxìng gòule, chéngshú duole, yẽ Jiù zhidào zhè yĩ vè gãi fần guòqùle,

Bức thư viết cho chính mình số 245


Có những bạn chấp nhận từ bỏ không phải vì bất ngờ cảm thấy không còn luyến

tiếc gì mà vì thời hạn đã đến, buông thả đủ rồi, cũng trướng thành hơn rồi, cũng hiểu
rằng đến lúc cần phải đếể mọi chuyện trở lại như ban đầu.


104




"
98,"写给自己的第246封信
没有人会明白你的故事里有过多少快乐或伤悲，
除了你自己，
这世上
根本不存在感同身受，
这世上多的是
所以别傻傻地揭开伤口向别人诉苦，
我们各怀心
慢慢地总要变得形单影只，
撒盐的人，
而不是医生。
慢慢地、
谁也安慰不了谁，
最漆黑的那段路
终究是要长大，
谁也救赎不了谁，
终究要独自一人走完。
写给自己的第247封信
懂得不是每个人都如你想象得那么好，
真正的成熟应该是，
明白这个
学会放
知道不是所有的努力都能有所回报，：值得爱的人，做值得更有价值的事情。
世界和你想象得总是有差距，
下没有结果的感情，
去爱你更值得爱的人，
","
$,
Chúle nỉ zìJÌ, mếiyóu rén huì míngbái n de gùshì l vöuguò duöshäo kuâilè huò shãng
bẽi, zhè shìshàng genbẽn bù cúnzài găntóngshenshòu, suðyÏ biề shšă shă de jie kai shäangkðu
xe, v
xiàng biếrén sùkủ, zhè shìshàng duo de shì sa yán de rén, ér bùshì yisheng. Màn man de, màn
7 x X-
man de zóng yào biàn dé xíngdanyïngzhi, wvÖmen gè huái xinshì, shéi vš anwèi bùlião shéi,
shéi yš Jiùshú bùlặo shéi, zhongliù shì vào zhăng dà, zuì gihẽi dì nà duàn lù zhongljiù yào dúzì

yirên zóu wán.
Bức thư viết cho chính mình số 246

Trừ bạn ra, sẽ chẳng có ai hiểu trong câu chuyện bạn kế ẩn chứa bao nhiêu
x
`v^
niềm vui hay nỗi đau, . Trên đời này chẳng tồn tại thứ gọi là “đồng cảm”. Vì vậy đừng


tìm lại đau thương rồi kể khổ với người khác. Trong cuộc đời này, người xấu thì nhiều


kẻ tốt được mấy ai. Dần dần, chậm rãi, những cảm xúc đó chỉ một mình bạn thấu hiểu
và trải nghiệm. Những giai đoạn khổ đau nhất, những lúc đen tối nhất trong cuộc đời,
rồi cuối cùng cũng chỉ một mình bạn trải qua mà thôi.


’ Zhenzhèng de chéngshú yinggãi shì, dngdé bùshì mẽi gèrén döu rú nÍ xiănpxiàng dé
nàme hặo, míngbái zhège shìjiè hé n xiăngxiÀng dé zóng shì yóu chajù, zhidào bùshì suöyðu





x
% ..
..

de nùlì dou néng yðu suỏ huíbào, xuểhuì fàngxiÀ méIiyÓu jiếguð de găngíng, qù ài n gèng
zhídé ài de rén, zuò zhídé gèng yöu jiÀzhí de shìqíng.


Bức thư viết cho chính mình số 247
Sự trưởng thành thực sự là khi bạn hiểu không phải ai cũng tốt như bạn nghĩ.




Thế giới này luôn có sự khác biệt so với những gì bạn tướng tượng. Biết được không
phải tất cả sự nỗ lực đều có đền đáp tương xứng thì học cách dứt bỏ cuộc tình không
'm^ x
Ea v Ý vàẮỀ .ề t n Y H H Y TD ƠT TO Y A Y YỐHYA X Y ÝỂ
kết quả để yêu người đáng được bạn yêu hơn, làm việc đáng làm hơn.







105



"
